Gene	cont_rep1	cont_rep2	treat_rep1	treat_rep1
TfIIEalpha	1990	1238	1265	248
TfIIEbeta	230	178	211	28
TfIIFalpha	96	165	84	28
TfIIFbeta	332	446	332	95
TfIIS	944	613	578	165
Tfb1	86	165	239	36
Tfb4	47	16	32	4
Tfb5	746	189	315	84
Tg	112	52	224	15
Tgt	1097	598	512	91
Thd1	74	86	51	37
Thiolase	3009	1716	2084	274
Thor	34	17	26	9
Tie	25	11	31	5
Tif-IA	2423	1023	1889	328
Tig	16	4	23	6
Tim10	96	290	169	38
Tim13	0	0	0	0
Tim17a1	2	0	0	0
Tim17a2	0	0	4	0
Tim17b	4312	2516	3927	566
Tim17b1	18	3	0	0
Tim17b2	0	0	0	0
Tim8	1382	1385	1402	345
Tim9a	694	427	715	154
Tim9b	498	226	302	51
Timp	97	70	194	13
Tina-1	306	418	582	131
Tip60	150	174	130	24
Tis11	126	118	228	40
Tk	0	3	0	0
Tl	291	399	239	160
Tm1	748	579	778	136
Tm2	7	46	111	2
Tmhs	207	86	330	17
Tob	41	51	24	31
Toll-4	1	0	0	0
Toll-6	0	0	1	0
Toll-7	5	1	8	0
Toll-9	0	0	0	0
Tollo	41	52	44	26
Tom	1	0	1	0
Tom20	2288	2074	1976	530
Tom40	2214	766	2308	116
Tom7	556	1334	457	294
Tom70	360	371	289	50
Top1	650	650	973	52
Top2	278	468	252	116
Top3alpha	173	143	184	26
Top3beta	1065	366	973	86
Topors	130	92	106	7
Tor	32	86	98	8
Torsin	2135	1282	1471	293
TotA	0	0	3	2
TotB	0	0	0	0
TotC	3	2	2	0
TotF	0	0	0	0
TotM	0	1	0	0
TotX	0	0	0	0
TotZ	3	0	0	0
Tpc1	922	550	449	115
Tpc2	2	9	4	1
Tpi	11330	8516	7437	1679
Tpl94D	0	0	0	0
TpnC25D	0	3	0	0
TpnC4	0	0	0	0
TpnC41C	1	0	6	1
TpnC47D	15	0	22	0
TpnC73F	7	5	10	2
TppII	1010	962	1436	153
Tpr2	714	789	996	116
Tps1	23	18	57	4
Traf-like	0	0	8	1
Traf4	14	3	25	3
Traf6	667	204	592	71
Trap1	204	209	441	26
Trax	158	249	136	42
Trc8	1024	474	679	96
Tre1	931	656	620	117
Treh	255	188	420	52
Tret1-1	315	122	277	28
Tret1-2	7	4	0	0
Trf	96	230	116	45
Trf2	121	175	78	47
Trf4-1	233	116	271	21
Trf4-2	1436	990	841	216
Trh	3	0	1	0
Trim9	33	6	5	0
Trip1	5693	2784	5643	491
Trissin	3	0	0	0
TrissinR	11	2	12	8
Trl	1137	518	1044	91
Trn	164	227	200	127
Trn-SR	1279	442	782	73
Trp1	497	237	601	64
TrpA1	12	0	5	0
Trs23	604	531	427	117
Trx-2	7870	4383	5672	1447
TrxT	13	1	10	1
Trxr-1	2309	1748	2056	287
Trxr-2	0	0	0	0
Try29F	4	10	10	5
Ts	2210	1351	840	273
Tsc1	369	97	335	21
Tsf1	34	33	60	21
Tsf2	433	295	468	45
Tsf3	2	4	9	0
Tsp	7	1	1	0
Tsp26A	67	60	165	20
Tsp29Fa	0	4	0	0
Tsp29Fb	1	11	17	1
Tsp2A	0	4	0	6
Tsp33B	10	0	0	0
Tsp39D	331	673	302	93
Tsp3A	323	74	233	12
Tsp42A	0	0	0	0
Tsp42Ea	1396	769	1107	249
Tsp42Eb	0	1	0	0
Tsp42Ec	3	3	20	0
Tsp42Ed	5	7	9	2
Tsp42Ee	1091	762	1647	150
Tsp42Ef	1556	1106	1008	231
Tsp42Eg	68	49	73	12
Tsp42Eh	0	0	1	0
Tsp42Ei	1	10	23	0
Tsp42Ej	85	32	60	17
Tsp42Ek	0	1	0	0
Tsp42El	36	30	41	5
Tsp42En	3	0	0	0
Tsp42Eo	3	0	8	0
Tsp42Ep	12	0	0	0
Tsp42Eq	3	10	3	4
Tsp42Er	0	7	5	0
Tsp47F	1	0	1	0
Tsp5D	1	0	11	0
Tsp66A	0	0	0	0
Tsp66E	117	191	220	38
Tsp68C	0	0	0	0
Tsp74F	498	614	519	107
Tsp86D	1781	636	972	138
Tsp96F	72	76	40	17
Tsp97E	657	166	496	53
Ttc19	107	71	68	22
Tudor-SN	528	849	1163	141
Tusp	125	23	139	0
TwdlB	0	0	0	0
TwdlBeta	0	0	2	0
TwdlC	0	1	2	0
TwdlD	0	0	0	0
TwdlE	0	0	0	0
TwdlF	2	0	0	0
TwdlG	0	0	3	0
TwdlH	0	0	0	0
TwdlJ	0	0	1	0
TwdlK	0	0	0	0
TwdlL	0	0	0	0
TwdlM	0	2	0	0
TwdlN	0	0	0	0
TwdlO	0	0	1	0
TwdlP	0	0	2	0
TwdlQ	0	0	0	0
TwdlR	0	0	0	0
TwdlS	0	0	0	0
TwdlT	0	0	0	0
TwdlV	0	0	2	0
TwdlW	1	0	0	1
TwdlX	2	0	9	0
TwdlY	1	0	0	0
TwdlZ	0	0	0	0
Twdlalpha	0	0	1	0
Txl	961	1041	831	204
Tyler	0	0	2	0
TyrR	5	0	3	0
TyrRII	2	0	0	0
U26	41	52	66	3
U2A	276	395	398	56
U2af38	1602	1234	1247	253
U2af50	4495	2757	3438	564
U3-55K	862	1127	939	220
U4-U6-60K	467	581	370	70
UBL3	71	59	48	28
UGP	2758	2889	2400	372
UK114	2550	2513	1515	586
Uba1	2817	701	3320	97
Uba2	1095	807	1299	109
Uba3	1295	813	891	175
Ubc-E2H	447	326	513	84
Ubc12	321	293	486	41
Ubc84D	1	0	0	0
UbcD10	1612	1024	946	185
UbcD2	3082	722	2019	211
UbcD4	2030	1580	1323	386
UbcD6	32	117	56	17
Ube3a	306	86	245	18
Ubi-p5E	3294	5699	2650	996
Ubi-p63E	1455	2032	1525	387
Ublcp1	98	270	144	30
Ubp64E	137	146	239	13
Ubpy	534	418	425	78
Ubqn	1927	548	1325	85
Ubx	11	0	7	0
Uch	297	571	265	87
Uch-L3	1667	1174	1397	239
Ucp4A	513	307	282	53
Ucp4B	0	0	0	0
Ucp4C	4	0	9	1
Ucrh	7882	8185	5978	2079
Ude	10	19	0	4
Uev1A	9427	7500	6777	1808
Ufd1-like	395	506	383	140
Ugt	71	167	103	52
Ugt35a	15	55	19	10
Ugt35b	11	0	5	2
Ugt36Ba	0	0	0	0
Ugt36Bb	0	0	7	0
Ugt36Bc	7	11	3	1
Ugt37a1	2	1	0	0
Ugt37b1	0	1	1	1
Ugt37c1	1	0	0	0
Ugt58Fa	79	39	98	4
Ugt86Da	101	107	164	18
Ugt86Dc	4	3	6	0
Ugt86Dd	2	0	1	0
Ugt86De	0	0	8	0
Ugt86Dg	0	0	0	0
Ugt86Dh	0	0	0	0
Ugt86Di	13	11	38	3
Ugt86Dj	0	4	0	0
Uhg1	333	450	771	206
Uhg2	872	782	990	170
Uhg3	958	473	1173	240
Uhg4	1470	897	1218	285
Uhg5	741	343	840	65
Uhg7	86	98	130	29
Uhg8	655	434	783	213
Ulp1	46	77	44	31
Unc-115a	57	21	136	12
Unc-115b	26	4	83	2
Unc-76	253	159	257	43
Unc-89	0	1	11	0
Unr	486	434	644	125
Updo	1260	1052	1077	196
Upf1	570	237	565	33
Upf2	99	47	115	7
Upf3	60	69	105	23
Uro	3	1	29	6
Use1	158	201	102	47
Usf	71	85	144	7
Usp7	469	589	714	115
Utx	53	70	57	21
Uvrag	816	546	645	65
VAChT	7	0	1	0
VGAT	0	0	0	0
VGlut	2	0	10	0
Vago	0	6	0	0
Vang	276	123	514	11
Vap-33-1	624	252	734	69
Vdup1	0	0	1	0
Vha100-1	967	632	1039	110
Vha100-2	1904	1294	2109	198
Vha100-3	1	0	0	0
Vha100-4	6	5	2	1
Vha100-5	0	9	0	1
Vha13	3750	4977	3017	846
Vha14-1	1911	1478	1160	293
Vha14-2	5	0	8	0
Vha16-1	20234	11766	11536	2248
Vha16-2	0	0	0	0
Vha16-3	0	0	0	1
Vha16-4	1	0	0	0
Vha16-5	0	0	1	0
Vha26	1704	1436	1834	278
Vha36-1	1161	1306	1076	263
Vha36-2	12	0	1	0
Vha36-3	0	1	0	0
Vha44	668	274	420	55
Vha55	812	699	861	85
Vha68-1	2	1	16	1
Vha68-2	598	576	1021	62
Vha68-3	1	0	1	0
VhaAC39-1	489	325	577	58
VhaAC39-2	5	0	1	0
VhaAC45	455	361	645	59
VhaM8.9	1866	1386	1699	245
VhaM9.7-a	0	0	0	0
VhaM9.7-b	3157	1661	2116	364
VhaM9.7-c	837	576	513	174
VhaM9.7-d	4	0	0	0
VhaPPA1-1	3289	1214	1898	215
VhaPPA1-2	4	6	0	0
VhaSFD	440	206	631	19
Vhl	454	212	174	30
Victoria	0	0	4	0
Vinc	936	177	490	27
Vkor	0	0	0	0
Vm26Aa	1900	109	4260	84
Vm26Ab	196	5	188	0
Vm26Ac	1234	190	1413	92
Vm32E	2018	172	5824	227
Vm34Ca	4855	147	6095	96
Vmat	33	1	30	3
Vml	52	14	103	5
Vps13	102	114	37	44
Vps16A	85	123	123	28
Vps16B	747	537	468	139
Vps20	156	347	161	44
Vps25	531	482	351	101
Vps26	158	88	205	21
Vps28	330	274	257	64
Vps33B	146	264	207	53
Vps35	66	83	105	28
Vps36	248	147	239	42
Vps4	262	418	345	64
Vps45	14	31	35	2
Vrp1	39	24	13	6
Vsx1	3	0	27	0
Vsx2	1	0	1	0
Vti1	851	662	632	176
W	132	23	146	15
WASp	83	35	129	7
WDR79	683	477	353	79
WRNexo	762	564	568	100
Wbp2	719	264	743	88
Wdr82	516	453	445	99
Whamy	7	0	3	0
Wnk	43	54	24	14
Wnt10	0	1	1	0
Wnt2	9	1	15	0
Wnt4	12	0	2	0
Wnt5	79	20	86	9
Wnt6	0	0	0	0
Wsck	115	93	187	12
Wwox	412	265	291	48
X11L	50	86	76	12
X11Lbeta	1	0	3	0
XNP	199	155	176	32
XRCC1	159	206	234	38
Xbp1	3157	1194	2690	307
Xe7	73	35	80	6
Xpac	312	261	184	47
Xpd	1333	791	666	115
Xport	0	0	0	0
Xrp1	32	36	106	37
YL-1	172	248	149	44
YT521-B	1889	602	1195	196
Yeti	1009	2373	2056	795
Yippee	156	162	155	21
Ykt6	155	123	224	21
Yp1	221	235	781	78
Yp2	1027	535	4945	184
Yp3	1386	462	4219	127
Yu	0	0	0	0
Z600	0	0	0	0
ZAP3	1137	145	766	37
ZC3H3	73	42	87	8
ZIP1	6	0	1	1
Zasp52	78	19	95	6
Zasp66	12	12	18	0
Zfrp8	196	132	186	26
Zif	728	505	463	79
Zip3	12	8	6	0
Zir	36	54	27	11
Zn72D	1375	462	1244	51
ZnT35C	671	265	608	97
ZnT63C	1437	1342	1292	318
Zpr1	289	338	379	58
Zw	120	28	102	7
Zyx	225	184	340	102
a	90	48	70	31
a10	2	0	6	0
a5	0	0	2	0
a6	107	17	65	2
aPKC	1636	559	1641	110
aay	218	216	193	29
ab	0	4	1	0
abba	26	24	55	3
abd-A	16	23	5	6
abo	29	77	45	20
abs	13	12	53	2
ac	3	0	0	0
achi	28	63	67	9
acj6	0	0	0	0
adat	22	11	18	3
ade2	1907	810	1733	172
ade3	860	376	1483	130
ade5	1883	1577	1524	478
adp	479	213	383	35
aft	147	151	174	34
ago	3901	1584	2900	339
agt	200	370	133	93
akirin	869	510	1059	154
al	0	0	0	0
alc	501	463	340	99
ald	23	20	7	11
alien	496	476	472	120
alph	778	299	407	55
alpha-Adaptin	504	402	664	88
alpha-Cat	97	173	121	79
alpha-Est1	946	433	317	43
alpha-Est10	19	24	18	2
alpha-Est2	12	2	0	0
alpha-Est3	449	255	309	30
alpha-Est4	21	5	13	0
alpha-Est5	106	179	215	17
alpha-Est6	4	0	0	0
alpha-Est7	25	23	80	1
alpha-Est8	7	4	31	2
alpha-Est9	107	16	217	7
alpha-Man-I	3000	1151	1968	238
alpha-Man-II	112	229	233	51
alpha-Man-IIb	308	386	172	79
alpha-Man-Ib	319	274	497	51
alpha-Spec	291	273	453	33
alpha-catenin-related	4	0	6	0
alpha4GT1	695	537	523	86
alpha4GT2	6	0	5	0
alphaCop	1166	549	1496	122
alphaKap4	0	0	0	1
alphaPS4	2	1	5	1
alphaPS5	0	0	4	0
alphaTry	0	645	1	42
alphaTub67C	3582	3711	4297	709
alphaTub84B	8709	5169	7926	662
alphaTub84D	721	294	935	85
alphaTub85E	3	0	2	0
alphagamma-element	38	11	64	6
alrm	0	0	0	0
alt	307	246	351	92
aly	0	0	0	0
amd	164	28	191	2
amn	7	3	7	0
amon	5	0	5	0
amos	0	0	2	0
amx	257	480	292	107
ana	0	12	7	2
ana1	12	20	17	8
ana2	46	37	48	8
ana3	85	148	95	56
angel	98	112	126	40
antdh	0	0	5	0
aop	63	70	91	20
aos	20	13	32	3
ap	0	0	5	0
aph-1	1105	501	706	117
app	269	112	233	15
apt	83	150	64	44
ara	12	0	3	0
aralar1	1864	614	1351	120
aret	12555	4050	10056	963
arg	0	0	17	2
ari-1	79	59	119	13
ari-2	57	47	110	13
arm	7354	2489	4874	395
armi	33	59	45	20
arr	84	84	130	30
aru	216	112	232	19
ase	2	0	2	0
asf1	2590	2564	1780	573
ash1	49	49	38	10
ash2	163	111	158	30
asl	12	30	10	14
asp	161	237	150	84
asparagine-synthetase	3159	1259	2457	274
asrij	818	433	492	87
ast	78	142	127	25
asun	320	139	218	35
atilla	588	133	346	48
atl	1212	498	969	114
atms	897	642	822	142
ato	1	0	1	0
att-ORFA	538	249	276	41
att-ORFB	0	0	0	1
aub	575	414	657	51
aur	2320	1592	1402	377
aust	2	0	0	0
aux	198	85	143	21
ave	587	464	412	103
awd	24576	10329	19420	2104
axo	2	4	0	1
az2	49	114	56	20
b	13	2	6	0
b6	1	0	0	2
bab1	29	1	62	1
bab2	9	0	0	0
babo	171	63	189	8
babos	641	183	1044	60
baf	1067	1721	1603	467
bai	2067	2042	1947	694
ball	424	403	451	53
bam	179	279	105	52
ban	0	0	0	0
bap	2	0	2	0
barc	103	104	72	29
barr	47	86	34	18
baz	1156	435	916	76
bbc	1090	932	1171	161
bbg	45	38	74	2
bbx	85	152	238	36
bc10	212	125	182	13
bcd	922	450	588	78
bchs	24	28	18	6
bcn92	100	51	127	10
bdg	212	60	266	37
be	42	29	90	10
beag	265	162	265	38
beat-IIIa	0	0	0	0
beat-IIIb	0	0	6	0
beat-IIIc	9	3	14	0
beat-IIa	0	0	2	0
beat-IIb	1	0	1	0
beat-IV	0	0	0	1
beat-Ia	0	0	0	1
beat-Ib	0	1	7	0
beat-Ic	8	0	2	0
beat-VI	4	2	1	2
beat-VII	0	0	1	0
beat-Va	0	0	0	0
beat-Vb	0	0	7	0
beat-Vc	0	0	0	0
beg	561	274	386	54
bel	1959	502	2714	101
ben	809	539	713	140
beta1Cop	1813	813	1925	139
beta-Spec	156	158	319	34
beta3GalTII	963	630	521	127
beta4GalNAcTA	143	132	272	50
beta4GalNAcTB	621	468	390	76
beta4GalT7	945	961	369	130
betaCop	1717	667	1531	133
betaInt-nu	25	14	17	5
betaNACtes1	0	0	2	0
betaNACtes2	0	0	2	0
betaNACtes3	0	0	0	0
betaNACtes4	0	3	0	0
betaNACtes6	0	0	0	0
betaTry	2	58	0	1
betaTub56D	11277	7358	11582	1420
betaTub60D	178	85	364	20
betaTub85D	4	2	15	0
betaTub97EF	113	21	168	11
betaggt-I	1964	1455	1390	258
betaggt-II	250	81	188	21
bft	0	0	0	0
bgcn	10	1	21	3
bgm	1317	1037	1890	177
bi	0	5	9	0
bib	23	0	22	0
bic	20238	9750	14358	2668
bif	2787	1232	2185	228
bigmax	385	299	269	53
bin	1	0	3	0
bin3	1929	1080	1777	179
bip1	10	10	32	11
bip2	111	129	210	59
bl	676	481	783	70
blanks	2	0	11	1
blos1	85	104	49	13
blos2	374	420	278	92
blos3	170	157	163	43
blos4	672	644	563	279
blot	435	174	455	38
blow	90	15	121	7
blp	383	302	293	63
blue	89	34	97	7
blw	1354	768	2998	176
bmm	64	55	54	13
bnb	2	0	2	0
bnk	0	0	0	0
bnl	6	1	0	0
boca	1027	1308	880	326
bocksbeutel	187	142	223	36
boi	665	273	700	60
bol	0	6	14	0
boly	0	1	0	1
bon	370	216	410	53
bond	272	88	1197	21
bonsai	82	254	95	23
bor	1122	492	1228	123
bora	939	265	466	56
borr	2390	2326	1371	341
boss	0	0	1	0
botv	43	61	93	10
bou	125	60	192	37
bowl	58	5	147	1
br	29	1	43	6
brat	1658	972	1575	287
brk	6	6	7	2
brm	21	30	27	3
brn	203	171	157	29
brp	0	0	9	0
bru	624	225	525	51
bru-2	37	10	54	6
bru-3	12	6	1	2
brv1	3	1	0	0
brv2	0	0	0	0
brv3	12	0	6	2
bs	114	33	52	6
bsf	515	393	598	85
bsh	1	0	0	0
bsk	102	67	206	21
bt	82	153	97	43
btd	6	0	7	0
btl	0	0	9	0
btn	5	0	5	0
btsz	92	44	112	13
btv	6	5	2	0
btz	606	91	419	35
bun	2659	1031	1636	242
bur	674	956	787	173
burs	2	0	0	0
bves	171	146	74	22
bw	1	0	137	7
bwa	402	133	359	24
bxd	1	0	3	0
by	230	76	159	17
byn	2	0	7	0
bys	607	509	653	122
c(2)M	101	39	192	26
c(3)G	21	33	33	25
c-cup	0	0	0	0
c11.1	493	216	467	35
c12.1	1310	374	862	70
c12.2	206	134	192	21
ca	63	56	115	19
cac	13	4	24	7
cact	55	165	112	29
cactin	100	38	156	5
cad	267	218	455	30
cag	858	832	478	186
cal1	244	208	389	36
calypso	95	190	99	19
can	0	0	7	0
cana	87	187	88	65
capa	0	0	0	0
capaR	0	1	0	0
caps	165	83	293	11
capt	1286	358	1658	47
capu	50	36	35	6
car	1422	950	714	235
cas	0	0	1	0
casp	102	149	179	36
cathD	5791	2565	4330	470
cato	2	0	2	0
caup	2	2	1	1
cav	154	201	113	74
caz	382	106	367	18
cbc	840	415	562	67
cbs	16	55	18	12
cbt	16	21	45	9
cbx	135	267	111	50
cd	1	0	5	0
cdc14	374	176	351	38
cdc16	170	154	163	21
cdc2	1484	1707	1380	449
cdc23	518	303	417	51
cdc2c	53	131	97	19
cdc2rk	37	49	66	12
cdi	201	140	258	46
cdm	2123	906	1360	202
ced-6	2566	1695	2139	323
cenB1A	754	539	721	82
cenG1A	246	113	242	15
cer	1078	645	746	137
cert	413	229	309	40
cerv	234	128	276	45
cg	536	259	862	71
chas	143	65	114	6
chb	51	110	109	19
cher	727	305	1225	79
chic	2521	773	1487	268
chico	8	2	1	5
chif	39	52	18	33
chinmo	9	0	11	0
chm	35	27	64	8
chn	1676	800	937	105
chp	0	0	0	0
chrb	520	197	663	100
ci	35	58	62	2
cib	227	156	453	51
cic	140	104	198	36
cid	888	804	373	170
cin	571	794	501	114
cindr	340	117	357	60
ck	35	60	44	19
ckd	0	4	1	0
ckn	320	93	185	25
cl	2402	1514	1973	270
cln3	65	32	149	14
clos	1120	549	1209	95
clt	56	71	96	22
clu	50	148	225	64
clumsy	0	8	0	0
cm	807	450	612	78
cmet	77	108	69	47
cmpy	0	0	11	1
cn	5	2	6	1
cnc	625	386	802	120
cngl	4	0	3	0
cni	2045	1283	1314	247
cnir	428	334	338	100
cnk	120	104	103	22
cnn	101	235	54	29
cno	131	164	127	33
coil	48	11	74	3
cola	0	0	0	0
cold	1137	982	995	223
colt	1822	1203	1160	271
comm	1	0	1	0
comm2	7	2	20	1
comm3	5	2	11	0
comr	0	0	2	0
comt	90	33	146	30
cona	1	9	9	2
conv	4	2	1	3
cora	91	68	68	10
corn	5	4	24	4
coro	1498	658	961	60
cort	726	569	529	104
corto	276	48	414	44
cos	390	190	448	37
cp309	28	71	17	5
cpa	318	263	367	58
cpb	88	154	355	17
cpo	21	13	24	4
cpx	6	1	10	2
crb	130	103	131	21
crc	2753	1763	2514	626
crim	501	211	304	51
crl	1543	1179	1098	314
crm	454	165	345	55
crn	326	145	318	33
croc	1	0	6	0
crok	2143	1744	1595	568
crol	680	238	738	69
crp	179	93	206	24
crq	582	714	470	108
cry	111	54	104	28
csul	47	70	50	5
csw	393	187	430	42
ct	23	6	52	0
cta	1284	875	1483	307
ctp	412	421	884	227
ctrip	317	725	301	140
cu	976	706	505	222
cue	331	459	660	74
cuff	7	19	7	1
cup	154	134	342	46
cutlet	81	105	81	17
cv	879	619	637	137
cv-2	24	7	40	0
cv-c	82	108	68	25
cv-d	5	4	2	0
cwo	260	125	327	10
cyc	244	565	259	78
cyp33	497	465	380	100
cype	484	740	639	114
cyr	4	2	1	0
d	1	0	2	4
d-cup	0	0	0	2
d4	621	678	374	104
dUTPase	4941	6284	2973	1265
da	1820	490	1316	132
dac	0	0	0	0
dah	2192	1415	1040	243
dalao	391	158	423	44
dally	25	10	99	1
dan	1	0	11	0
danr	0	0	0	0
dao	22	13	1	5
dap	1047	418	1031	85
dar1	1	0	2	0
dare	599	457	338	75
daw	9	11	3	0
dbe	1124	975	843	257
dbo	360	294	384	32
dbr	29	15	6	18
dco	3359	1931	2580	363
debcl	1439	739	814	124
1-Dec	1166	161	3502	112
decay	0	1	0	0
defl	534	213	384	44
del	26	71	19	20
deltaCOP	2318	1244	2140	249
deltaTry	0	0	1	0
desat1	7812	1925	4940	226
desat2	3	9	1	0
dgo	17	21	43	4
dgrn	35	21	67	11
dgt1	293	303	474	79
dgt2	966	1090	668	250
dgt3	108	251	164	60
dgt4	437	328	242	67
dgt5	40	81	59	17
dgt6	554	528	494	116
dhd	151371	114115	118686	37854
dia	203	154	223	33
dib	27	7	23	3
didum	88	322	114	50
dik	412	244	237	19
dikar	109	70	119	29
dila	0	1	0	0
dimm	1	0	0	0
disco	2	0	2	0
disco-r	4	0	15	0
disp	181	92	188	19
dj	0	1	1	0
dj-1beta	1444	880	980	231
djl	0	0	1	0
dl	814	358	520	102
dlg1	125	120	170	36
dlp	34	46	55	25
dlt	314	276	396	52
dm	328	177	391	65
dmGlut	1942	1747	1023	192
dmrt11E	0	0	1	0
dmrt93B	0	0	0	0
dmrt99B	1	0	1	0
dmt	52	71	36	33
dnc	555	179	244	23
dnd	24	16	26	7
dnk	5416	3187	3316	606
dnr1	221	57	224	10
dnt	60	67	90	5
dob	246	213	265	37
dock	124	122	169	9
dod	623	401	445	68
dom	335	376	351	123
dome	339	91	338	21
dor	193	86	297	16
dos	3221	1309	1861	181
dp	36	2	48	16
dpa	1852	1098	1280	143
dpn	27	0	3	1
dpp	3	10	6	0
dpr	3	0	1	1
dpr10	0	0	1	0
dpr11	0	0	0	0
dpr12	0	0	1	0
dpr13	1	1	0	0
dpr14	12	0	6	0
dpr15	0	0	2	0
dpr16	2	0	2	0
dpr17	0	0	11	0
dpr18	0	0	0	0
dpr19	0	0	1	0
dpr2	1	0	8	0
dpr20	0	0	7	0
dpr3	0	0	0	0
dpr4	0	1	1	0
dpr5	1	0	0	0
dpr6	1	0	1	0
dpr7	0	0	0	1
dpr8	5	2	15	1
dpr9	2	2	3	0
drd	99	6	251	9
dre4	614	514	683	125
dream	27	22	33	8
drk	477	365	468	103
drl	0	0	0	0
drm	0	0	2	0
drongo	469	180	321	48
drosha	164	74	148	15
drpr	628	204	349	47
ds	2	3	5	2
dsd	409	288	382	46
dsf	0	0	0	0
dsh	1255	615	1006	130
dsx	27	13	11	4
dsx-c73A	0	0	13	0
dtr	2	2	2	2
dup	305	185	423	36
dve	0	0	0	1
dwg	988	490	500	97
dx	1609	267	1081	91
dy	2	0	7	0
dyl	6	0	4	0
dyn-p25	527	620	467	88
dys	0	0	0	0
dysb	119	228	163	32
dysc	4	0	1	0
e	1	0	4	1
e(r)	814	1154	576	272
e(y)1	471	175	443	35
e(y)2	682	738	381	123
e(y)2b	0	0	0	0
e(y)3	365	287	581	58
eEF1delta	700	785	2275	388
eIF-1A	305	609	545	114
eIF-2alpha	1827	1582	1529	353
eIF-2beta	589	720	1046	122
eIF-2gamma	3767	3976	4246	778
eIF-3p40	807	1416	1140	259
eIF-3p66	1689	1017	2140	203
eIF-4B	125	276	339	72
eIF-4E	324	363	479	91
eIF-4a	22629	10687	19592	1991
eIF-5A	19367	11506	24064	3142
eIF2B-alpha	317	435	272	73
eIF2B-beta	361	623	493	154
eIF2B-delta	798	625	612	69
eIF2B-epsilon	785	562	779	94
eIF2B-gamma	86	205	162	35
eIF3-S10	926	985	2285	157
eIF3-S8	1752	1734	2253	335
eIF3-S9	622	882	990	163
eIF4AIII	3249	2416	2830	603
eIF4E-3	1	0	0	0
eIF4E-4	0	0	0	0
eIF4E-5	5	0	16	0
eIF4E-6	0	0	4	0
eIF4E-7	3	0	1	0
eIF4G	281	143	270	84
eIF4G2	42	74	32	26
eIF5	488	667	486	208
eIF5B	344	279	375	54
eIF6	766	454	1035	163
eRF1	3784	2572	3162	503
ea	332	564	212	98
eag	4	0	4	0
eap	17	21	16	1
ear	67	83	48	18
eas	659	372	540	101
east	213	216	177	75
eater	0	1	1	0
ebd1	489	304	387	66
ebd2	138	93	197	28
ebi	362	483	382	83
ec	1	12	36	6
eca	1541	706	1726	106
ecd	603	319	461	74
eco	171	123	162	34
ect	0	0	0	0
ed	145	129	199	26
edin	0	0	0	0
edl	10	0	16	0
eff	16530	3874	15324	1345
eg	1	0	1	0
egg	273	154	344	26
egh	166	114	119	18
egl	739	397	736	86
egr	11	3	2	0
elB	31	9	25	6
elav	29	4	77	3
elfless	0	0	1	0
elgi	1981	1180	1351	335
elk	5	2	0	0
elm	3687	4296	2662	1048
eloF	8	1	10	3
ema	361	215	281	41
emb	73	209	94	64
emc	104	45	180	27
emp	16	13	40	5
ems	2	0	1	0
en	0	0	7	0
ena	42	46	64	21
enc	603	111	690	28
endoA	164	15	92	12
endoB	271	146	186	21
endos	1270	807	795	205
enok	45	65	38	25
ens	733	379	533	60
epsilonCOP	1874	1136	1490	309
epsilonTry	0	27	0	1
ergic53	1194	574	1653	94
erm	0	0	0	0
esc	441	391	371	78
escl	428	615	424	187
esg	0	0	10	1
esn	15	0	1	0
et	3	0	0	0
etaTry	2	0	0	0
eve	0	0	1	0
ewg	365	111	555	17
ex	5	4	5	9
exba	532	1578	685	339
exd	4157	2353	2893	557
exex	0	0	4	0
exo70	162	190	205	45
exo84	125	91	135	20
exu	3331	6275	5417	844
ey	0	0	13	1
eya	100	31	246	6
eyg	0	0	0	0
eys	10	0	8	0
f	1	0	6	1
f-cup	46	78	50	6
fa2h	8	1	1	0
fab1	7	23	10	1
fabp	24986	13701	18127	2651
faf	181	298	160	53
fal	207	188	191	28
fan	2	0	3	0
fas	5	2	4	0
fat-spondin	0	10	12	0
fau	202	124	260	27
fax	219	115	295	34
fbl	869	439	664	62
fbl6	887	413	702	96
fbp	295	241	283	68
fd102C	5	1	2	1
fd19B	0	0	0	0
fd3F	0	0	5	1
fd59A	2	0	1	0
fd64A	0	0	0	0
fd68A	20	36	74	5
fd96Ca	1	0	0	0
fd96Cb	2	0	2	0
fdl	135	69	126	22
fdy	0	0	0	0
fend	1435	346	1163	94
feo	3231	1352	1878	279
ferrochelatase	291	335	581	65
fh	336	410	383	105
fidipidine	23	55	27	11
fig	8	0	0	0
fit	0	1	43	0
fj	7	0	6	0
fkh	0	0	0	0
fl(2)d	196	225	374	61
flfl	352	322	511	28
fliI	218	132	347	17
fln	3	10	2	0
flr	4526	2791	2477	441
flw	145	160	193	30
fne	2	0	1	0
fng	21	14	61	6
fog	312	177	543	49
foi	542	345	971	53
fok	239	121	209	53
fon	0	0	0	0
for	756	546	1009	103
form3	1	1	3	0
foxo	1214	321	941	80
fra	21	40	10	11
frac	0	0	2	0
fray	25	39	34	10
frc	326	241	430	44
fred	0	0	0	0
frj	660	490	618	78
frtz	145	84	101	43
fru	57	5	53	7
fry	186	147	210	44
fs(1)K10	18	26	29	7
fs(1)M3	232	496	322	119
fs(1)N	402	429	488	100
fs(1)Ya	5069	2305	2808	362
fs(1)Yb	25	11	35	1
